Species	Sequence ID	Subfamily	Domains	Superkingdom	seqLabel
Streptomyces_capuensis	WP_003979667.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1078
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003979667.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1079
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003980316.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_1080
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003980317.1	AAF4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF4_1081
Streptomyces_capuensis	WP_003981477.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_1082
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003981477.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_1083
Streptomyces_capuensis	WP_003982153.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_1084
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003982153.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_1085
Streptomyces_capuensis	WP_003983946.1	ARE4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_ARE4_1086
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003983946.1	ARE4	ABC1, ABC2, arm, linker	Bacteria	Bacteria_ARE4_1087
Streptomyces_capuensis	WP_003984923.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1088
Streptomyces_peucetius	WP_003984923.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1089
Streptomyces_rimosus_subsp._rimosus_ATCC_10970	WP_003984923.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1090
Streptomyces_viridochromogenes_DSM_40736	WP_003989340.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1091
Streptomyces_viridochromogenes_DSM_40736	WP_003990317.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1092
Streptomyces_viridochromogenes_DSM_40736	WP_003990827.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1093
Streptomyces_viridochromogenes_DSM_40736	WP_003994126.1	AAF2	ABC1, ABC2, linker	Bacteria	Bacteria_AAF2_1094
Streptomyces_viridochromogenes_DSM_40736	WP_003994342.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_1095
Streptomyces_viridochromogenes_DSM_40736	WP_003994363.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_1096
Rothia_dentocariosa_M567	WP_004004636.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1097
Rothia_dentocariosa_M567	WP_004004861.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_1098
Rothia_dentocariosa_M567	WP_004006109.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1099
Rothia_dentocariosa_M567	WP_004006334.1	BAF2	ABC1, ABC2, linker	Bacteria	Bacteria_BAF2_1100
Mobiluncus_curtisii_subsp._curtisii_ATCC_35241	WP_004006630.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1101
Mobiluncus_curtisii_subsp._curtisii_ATCC_35241	WP_004006679.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1102
Mobiluncus_curtisii_subsp._curtisii_ATCC_35241	WP_004007939.1	AAF5	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF5_1103
Mobiluncus_curtisii_subsp._curtisii_ATCC_35241	WP_004008196.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_1104
Mobiluncus_mulieris_ATCC_35239	WP_004012277.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1105
Mobiluncus_mulieris_ATCC_35239	WP_004012937.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1106
Mobiluncus_mulieris_ATCC_35239	WP_004016653.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1107
Gordonia_terrae_NBRC_100016	WP_004019585.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1108
Gordonia_terrae_NBRC_100016	WP_004021900.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1109
Gordonia_terrae_NBRC_100016	WP_004021936.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1110
Gordonia_terrae_NBRC_100016	WP_004022583.1	AAF1	ABC1, ABC2, linker	Bacteria	Bacteria_AAF1_1111
Gordonia_terrae_NBRC_100016	WP_004022630.1	ARE5	ABC1, ABC2	Bacteria	Bacteria_ARE5_1112
Mycoplasma_iowae_695	WP_004025267.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1113
Spiroplasma_melliferum_KC3	WP_004028302.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1114
Lactobacillus_murinus_ASF361	WP_004047873.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1115
Lactobacillus_murinus_ASF361	WP_004048338.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1116
Lactobacillus_murinus_ASF361	WP_004048765.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1117
Lactobacillus_murinus_ASF361	WP_004051432.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1118
Eubacterium_plexicaudatum_ASF492	WP_004052843.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1119
Eubacterium_plexicaudatum_ASF492	WP_004064163.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1120
Eubacterium_plexicaudatum_ASF492	WP_004064574.1	SAF1	ABC1, ABC2	Bacteria	Bacteria_SAF1_1121
Desulfobacter_postgatei_2ac9	WP_004070770.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1122
Desulfobacter_postgatei_2ac9	WP_004073052.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1123
Desulfobacter_postgatei_2ac9	WP_004073411.1	DAF1	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_DAF1_1124
Desulfobacter_postgatei_2ac9	WP_004073422.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1125
Hafnia_alvei_ATCC_51873	WP_004088761.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1126
Hafnia_alvei_ATCC_51873	WP_004090908.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1127
Hafnia_alvei_ATCC_51873	WP_004091318.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1128
Acetonema_longum_DSM_6540	WP_004092315.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1129
Hafnia_alvei_ATCC_51873	WP_004095666.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1130
Acetonema_longum_DSM_6540	WP_004096745.1	ARE1	ABC1, ABC2, linker	Bacteria	Bacteria_ARE1_1131
Acetonema_longum_DSM_6540	WP_004098902.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1132
Acetonema_longum_DSM_6540	WP_004099014.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1133
Acetonema_longum_DSM_6540	WP_004099210.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_1134
Klebsiella_oxytoca	WP_004135166.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1135
Cardiobacterium_hominis_ATCC_15826	WP_004140051.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1136
Cardiobacterium_hominis_ATCC_15826	WP_004141031.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1137
Cardiobacterium_hominis_ATCC_15826	WP_004143050.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1138
Pediococcus_acidilactici_DSM_20284	WP_004165923.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1139
Pediococcus_acidilactici_DSM_20284	WP_004166232.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1140
Pediococcus_acidilactici_DSM_20284	WP_004166418.1	ARE3	ABC1, ABC2, linker	Bacteria	Bacteria_ARE3_1141
Peptostreptococcus_anaerobius_653-L	WP_004167117.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1142
Nitrosospira_sp._APG3	WP_004175679.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1143
Nitrosospira_sp._APG3	WP_004175828.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1144
Nitrosospira_sp._APG3	WP_004177901.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1145
Streptococcus_salivarius_SK126	WP_004182134.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1146
Klebsiella_sp._07A044	WP_004204211.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1147
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505	WP_004219852.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1148
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505	WP_004220178.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1149
Blautia_hansenii_DSM_20583	WP_004221705.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1150
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505	WP_004222045.1	AAF6	ABC1, ABC2, arm, linker	Bacteria	Bacteria_AAF6_1151
Blautia_hansenii_DSM_20583	WP_004222789.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1152
Lysinibacillus_fusiformis_ZC1	WP_004224348.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1153
Lysinibacillus_fusiformis_ZC1	WP_004225557.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1154
Streptococcus_criceti_HS-6	WP_004226661.1	SAF1	ABC1, ABC2	Bacteria	Bacteria_SAF1_1155
Streptococcus_criceti_HS-6	WP_004227713.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1156
Lysinibacillus_fusiformis_ZC1	WP_004229606.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1157
Streptococcus_criceti_HS-6	WP_004229894.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1158
Lysinibacillus_fusiformis_ZC1	WP_004229933.1	ARE3	ABC1, ABC2, linker	Bacteria	Bacteria_ARE3_1159
Streptococcus_criceti_HS-6	WP_004229967.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1160
Lysinibacillus_fusiformis_ZC1	WP_004230062.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1161
Lysinibacillus_fusiformis_ZC1	WP_004231562.1	ARE1	ABC1, ABC2, linker	Bacteria	Bacteria_ARE1_1162
Lysinibacillus_fusiformis_ZC1	WP_004231736.1	ARE2	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE2_1163
Lysinibacillus_fusiformis_ZC1	WP_004232536.1	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_1164
Providencia_rettgeri_DSM_1131	WP_004254800.1	PAF1	ABC1, ABC2	Bacteria	Bacteria_PAF1_1165
Providencia_rettgeri_DSM_1131	WP_004256139.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1166
Providencia_rettgeri_DSM_1131	WP_004256567.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1167
Providencia_rettgeri_DSM_1131	WP_004262519.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1168
Providencia_rettgeri_DSM_1131	WP_004262887.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_1169
Gemella_haemolysans_ATCC_10379	WP_004264328.1	ARE1	ABC1, ABC2	Bacteria	Bacteria_ARE1_1170
Lactobacillus_curvatus_CRL_705	WP_004265038.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1171
Thauera_aminoaromatica_S2	WP_004265635.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1172
Treponema_phagedenis_F0421	WP_004266552.1	ARE1	ABC1, ABC2, ARE1_2_CTD, linker	Bacteria	Bacteria_ARE1_1173
Lactobacillus_curvatus_CRL_705	WP_004270291.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1174
Lactobacillus_curvatus_CRL_705	WP_004270538.1	ARE3	ABC1, ABC2	Bacteria	Bacteria_ARE3_1175
Lactobacillus_curvatus_CRL_705	WP_004271146.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1176
Lactobacillus_curvatus_CRL_705	WP_004271230.1	YfmM	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YfmM_1177
Azospirillum_amazonense_Y2	WP_004272347.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1178
Azospirillum_amazonense_Y2	WP_004273144.1	BAF2	ABC1, ABC2	Bacteria	Bacteria_BAF2_1179
Azospirillum_amazonense_Y2	WP_004273696.1	YdiF	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YdiF_1180
Azospirillum_amazonense_Y2	WP_004273705.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1181
Campylobacter_upsaliensis_RM3195	WP_004275019.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1182
Campylobacter_upsaliensis_RM3195	WP_004275555.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1183
Acinetobacter_lwoffii_SH145	WP_004278479.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1184
Acinetobacter_lwoffii_SH145	WP_004281122.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1185
Acinetobacter_lwoffii_SH145	WP_004281940.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1186
Neisseria_weaveri_LMG_5135	WP_004283335.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1187
Neisseria_weaveri_LMG_5135	WP_004283363.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1188
Neisseria_weaveri_LMG_5135	WP_004283796.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1189
Neisseria_weaveri_LMG_5135	WP_004284278.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1190
Bacteroides_eggerthii_DSM_20697	WP_004288607.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_1191
Bacteroides_eggerthii_DSM_20697	WP_004288957.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1192
Bacteroides_eggerthii_DSM_20697	WP_004290372.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1193
Bacteroides_eggerthii_DSM_20697	WP_004290629.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1194
Bacteroides_eggerthii_DSM_20697	WP_004290723.1	EttA	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_EttA_1195
Bacteroides_ovatus_ATCC_8483	WP_004297887.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1196
Bacteroides_ovatus_ATCC_8483	WP_004297971.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_1197
Thauera_aminoaromatica_S2	WP_004298677.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1198
Bacteroides_ovatus_ATCC_8483	WP_004299938.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1199
Bacteroides_ovatus_ATCC_8483	WP_004300352.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1200
Bacteroides_ovatus_ATCC_8483	WP_004300627.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1201
Bacteroides_ovatus_ATCC_8483	WP_004300722.1	BAF3	ABC1, ABC2, linker	Bacteria	Bacteria_BAF3_1202
Bacteroides_xylanisolvens_SD_CC_1b	WP_004311332.1	BAF3	ABC1, ABC2	Bacteria	Bacteria_BAF3_1203
Bacteroides_xylanisolvens_SD_CC_1b	WP_004311592.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1204
Thauera_aminoaromatica_S2	WP_004313778.1	Uup	ABC1, ABC2, arm, linker	Bacteria	Bacteria_Uup_1205
Bacteroides_xylanisolvens_SD_CC_1b	WP_004314142.1	BdAF1	ABC1, ABC2, arm, linker	Bacteria	Bacteria_BdAF1_1206
Bacteroides_xylanisolvens_SD_CC_1b	WP_004314402.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1207
Bacteroides_xylanisolvens_SD_CC_1b	WP_004314837.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1208
Bacteroides_xylanisolvens_SD_CC_1b	WP_004315798.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1209
Thauera_aminoaromatica_S2	WP_004321155.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1210
Alistipes_putredinis_DSM_17216	WP_004327553.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1211
Alistipes_putredinis_DSM_17216	WP_004328029.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1212
Alistipes_putredinis_DSM_17216	WP_004329264.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1213
Porphyromonas_asaccharolytica_PR426713P-I	WP_004330898.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1214
Porphyromonas_asaccharolytica_PR426713P-I	WP_004330903.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1215
Porphyromonas_asaccharolytica_PR426713P-I	WP_004331873.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1216
Porphyromonas_endodontalis_ATCC_35406	WP_004332017.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1217
Porphyromonas_endodontalis_ATCC_35406	WP_004332607.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1218
Porphyromonas_endodontalis_ATCC_35406	WP_004333201.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1219
Thauera_linaloolentis_47Lol_=_DSM_12138	WP_004334361.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1220
Prevotella_bivia_JCVIHMP010	WP_004335575.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1221
Prevotella_bivia_JCVIHMP010	WP_004335761.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1222
Prevotella_bivia_JCVIHMP010	WP_004337396.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1223
Prevotella_bivia_JCVIHMP010	WP_004338786.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1224
Thauera_linaloolentis_47Lol_=_DSM_12138	WP_004339639.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1225
Thauera_linaloolentis_47Lol_=_DSM_12138	WP_004340510.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1226
Prevotella_buccae_D17	WP_004340672.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1227
Prevotella_buccae_D17	WP_004340839.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1228
Prevotella_buccae_D17	WP_004341839.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1229
Prevotella_buccae_D17	WP_004343096.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1230
Thauera_linaloolentis_47Lol_=_DSM_12138	WP_004347179.1	YheS	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YheS_1231
Prevotella_buccalis_ATCC_35310	WP_004348315.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1232
Prevotella_buccalis_ATCC_35310	WP_004349502.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1233
Prevotella_buccalis_ATCC_35310	WP_004349550.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1234
Prevotella_buccalis_ATCC_35310	WP_004350515.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1235
Prevotella_denticola_CRIS_18C-A	WP_004353105.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1236
Prevotella_denticola_CRIS_18C-A	WP_004353118.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1237
Prevotella_denticola_CRIS_18C-A	WP_004353848.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1238
Prevotella_denticola_CRIS_18C-A	WP_004354250.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1239
Prevotella_disiens_FB035-09AN	WP_004355275.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1240
Prevotella_disiens_FB035-09AN	WP_004356460.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1241
Thauera_phenylacetica_B4P	WP_004356513.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1242
Prevotella_disiens_FB035-09AN	WP_004356957.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1243
Prevotella_disiens_FB035-09AN	WP_004357364.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1244
Thauera_phenylacetica_B4P	WP_004359726.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1245
Thauera_phenylacetica_B4P	WP_004363178.1	Uup	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_Uup_1246
Prevotella_nigrescens_ATCC_33563	WP_004364227.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1247
Prevotella_nigrescens_ATCC_33563	WP_004365505.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1248
Prevotella_nigrescens_ATCC_33563	WP_004366040.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1249
Prevotella_nigrescens_ATCC_33563	WP_004366222.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1250
Prevotella_oralis_ATCC_33269	WP_004368278.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1251
Prevotella_oralis_ATCC_33269	WP_004370188.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1252
Prevotella_oralis_ATCC_33269	WP_004370298.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1253
Prevotella_oris_C735	WP_004376199.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1254
Prevotella_oris_C735	WP_004376372.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1255
Prevotella_oris_C735	WP_004378501.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1256
Prevotella_oulorum_F0390	WP_004379021.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1257
Prevotella_oulorum_F0390	WP_004379540.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1258
Prevotella_oulorum_F0390	WP_004379585.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1259
Thauera_phenylacetica_B4P	WP_004380550.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1260
Prevotella_veroralis_F0319	WP_004383377.1	YdiF	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YdiF_1261
Prevotella_veroralis_F0319	WP_004383547.1	Uup	ABC1, ABC2, bact_CTD_extensions, linker	Bacteria	Bacteria_Uup_1262
Prevotella_veroralis_F0319	WP_004383854.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1263
Prevotella_veroralis_F0319	WP_004384296.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1264
Prevotella_veroralis_F0319	WP_004384405.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1265
Cronobacter_malonaticus_681	WP_004386289.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1266
Yersinia_kristensenii_ATCC_33638	WP_004388707.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1267
Yersinia_kristensenii_ATCC_33638	WP_004391445.1	YheS	ABC1, ABC2, bact_CTD_extensions, arm, linker	Bacteria	Bacteria_YheS_1268
Vibrio_metschnikovii_CIP_69.14	WP_004394112.1	EttA	ABC1, ABC2, arm, linker	Bacteria	Bacteria_EttA_1269
Vibrio_metschnikovii_CIP_69.14	WP_004394840.1	YbiT	ABC1, ABC2, arm, linker	Bacteria	Bacteria_YbiT_1270
