Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	Syn-Subs	Nonsyn-Subs	Fold-Syn-Subs(0:2:4)	Fold-Nonsyn-Subs(0:2:4)	Divergence-Distance	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model	kingdom
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_11	MA	0.0756188	1.07892	0.0700875	1.27317e-124	1521	293.724	1227.28	NA	263	203.427	59.5733	NA	NA	0.269369	1.16173:1.23497:0.981156:1.34046:0.634773:1	0.449375(0.518738:0.389546:0.439842)	-2839.46	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_12	MA	0.0773574	1.14671	0.0674605	1.49956e-130	1494	281.085	1212.91	NA	264	204.477	59.5232	NA	NA	0.278547	1.27132:1.44642:1.02363:1.65326:0.761679:1	0.450469(0.521084:0.388554:0.441767)	-2793.03	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_13	MA	0.0758232	1.25136	0.0605925	6.37898e-147	1536	302.917	1233.08	NA	281	225.404	55.5965	NA	NA	0.307653	1.41417:1.77465:0.977321:1.74562:0.837328:1	0.439453(0.511719:0.391602:0.415039)	-2879.91	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_15	MA	0.0960893	1.21525	0.0790696	3.47988e-137	1542	315.533	1226.47	NA	302	231.003	70.9968	NA	NA	0.325098	1.30947:1.33201:1.04389:1.33475:0.43537:1	0.442283(0.514591:0.391051:0.421206)	-2973.23	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_16	MA	0.0996811	1.19171	0.0836457	3.36691e-131	1542	311.507	1230.49	NA	302	226.997	75.0026	NA	NA	0.320286	1.34236:1.45501:1.0098:1.28982:0.545825:1	0.440986(0.511673:0.393969:0.417315)	-2970.48	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_3	MA	0.0425155	0.720482	0.0590097	3.04132e-90	1539	285.828	1253.17	NA	190	150.947	39.053	NA	NA	0.168429	1.09058:1.14755:1.02584:1.37244:0.82899:1	0.447693(0.517544:0.393762:0.431774)	-2680.61	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_4	MA	0.0501451	0.714223	0.0702094	9.65069e-86	1539	285.633	1253.37	NA	195	149.073	45.9267	NA	NA	0.173396	1.24658:1.29116:1.09288:1.36387:0.573391:1	0.439896(0.509747:0.389864:0.420078)	-2694.25	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_5	MA	0.0463204	0.774538	0.0598039	2.78004e-95	1539	290.673	1248.33	NA	199	158.334	40.6657	NA	NA	0.18386	1.40514:1.42433:1.20811:1.41588:0.652682:1	0.438921(0.510721:0.388889:0.417154)	-2682.68	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_6	MA	0.0883609	1.31756	0.067064	6.17328e-151	1539	339.119	1199.88	NA	310	250.548	59.452	NA	NA	0.359215	2.03635:2.15548:1.56357:1.92176:0.599338:1	0.454841(0.51462:0.398635:0.451267)	-2935.42	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_7	MA	0.0422374	0.718068	0.0588209	5.90834e-89	1539	289.192	1249.81	NA	188	149.895	38.1045	NA	NA	0.169232	1.21941:1.2359:1.04033:1.18005:0.552671:1	0.438272(0.510721:0.389864:0.41423)	-2661.05	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_8	MA	0.0902195	1.48239	0.0608607	6.13101e-170	1539	333.71	1205.29	NA	321	263.154	57.8455	NA	NA	0.392093	1.78637:1.90738:1.38358:1.75634:0.480443:1	0.458415(0.51462:0.397661:0.462963)	-2943.83	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_2-eukaryote_dfr_Cluster.11_9	MA	0.0978456	1.23302	0.0793547	3.37441e-139	1542	309.807	1232.19	NA	304	231.07	72.9297	NA	NA	0.325915	1.38908:1.55705:1.01548:1.4411:0.594951:1	0.438716(0.513619:0.389105:0.413424)	-2966.76	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_10	MA	0.0417139	0.438891	0.095044	1.55599e-51	1551	304.206	1246.79	NA	152	109.389	42.6113	NA	NA	0.119614	1.93958:1.92633:1.4418:1.4467:0.557685:1	0.424242(0.510638:0.39265:0.369439)	-2597.77	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_11	MA	0.076713	1.00165	0.0765868	3.4807e-114	1524	297.505	1226.5	NA	259	196.848	62.1522	NA	NA	0.257272	1.65226:1.8328:1.25542:1.60961:1.02903:1	0.43832(0.512795:0.38878:0.413386)	-2832.64	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_12	MA	0.0757655	1.00323	0.0755214	7.52473e-113	1494	291.743	1202.26	NA	252	192.187	59.8125	NA	NA	0.256878	1.98592:2.16359:1.55934:2.06096:1.1352:1	0.440094(0.51506:0.38755:0.417671)	-2770.99	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_13	MA	0.0600842	0.838239	0.071679	2.89517e-102	1548	307.698	1240.3	NA	233	180.77	52.23	NA	NA	0.214759	1.53051:1.63289:1.31103:1.44298:0.983713:1	0.429587(0.505814:0.391473:0.391473)	-2800.89	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_15	MA	0.078056	0.86482	0.090257	5.72079e-97	1548	312.605	1235.39	NA	252	185.746	66.2538	NA	NA	0.236936	1.89714:1.91399:1.67589:1.85914:0.9813:1	0.432171(0.510659:0.391473:0.39438)	-2868.16	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_16	MA	0.0780686	0.92655	0.0842573	7.33031e-105	1548	317.25	1230.75	NA	258	194.442	63.5575	NA	NA	0.251958	1.9957:2.09248:1.54661:1.59576:0.846618:1	0.430879(0.507752:0.39438:0.390504)	-2867.99	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_4	MA	0.0440559	0.456181	0.0965756	6.24918e-53	1551	288.899	1262.1	NA	155	109.009	45.9914	NA	NA	0.120821	1.21678:1.30993:0.920237:1.05871:0.500061:1	0.429723(0.504836:0.391683:0.39265)	-2629.24	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_5	MA	0.0431758	0.455518	0.094784	3.47176e-52	1551	285.009	1265.99	NA	153	107.669	45.3311	NA	NA	0.118947	1.08276:1.22115:0.865047:0.874034:0.715174:1	0.428433(0.504836:0.390716:0.389749)	-2614.43	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_6	MA	0.0725152	0.918045	0.0789887	1.38395e-108	1548	333.596	1214.4	NA	261	202.711	58.2889	NA	NA	0.254728	2.00061:2.24178:1.46104:1.8546:0.821633:1	0.443475(0.507752:0.399225:0.42345)	-2866.43	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_7	MA	0.0376318	0.443413	0.0848685	3.04702e-53	1551	291.018	1259.98	NA	146	106.768	39.2315	NA	NA	0.113769	1.15892:1.44872:0.862245:0.872457:0.527577:1	0.428111(0.505803:0.391683:0.386847)	-2588.98	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_8	MA	0.0670191	1.01982	0.0657168	1.41138e-122	1548	324.34	1223.66	NA	262	209.947	52.0531	NA	NA	0.266651	1.54948:1.798:1.03197:1.6226:0.619553:1	0.447997(0.508721:0.398256:0.437016)	-2853.56	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_3-eukaryote_dfr_Cluster.11_9	MA	0.0749687	0.908185	0.0825478	1.27564e-103	1548	306.498	1241.5	NA	252	188.853	63.1467	NA	NA	0.239942	1.81417:2.01917:1.49699:1.71097:1.0716:1	0.428618(0.50969:0.389535:0.386628)	-2851.37	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_10	MA	0.0324731	0.396666	0.081865	3.79648e-48	1557	279.996	1277	NA	128	93.2014	34.7986	NA	NA	0.097966	1.26142:1.23977:0.904361:1.0105:0.382806:1	0.416185(0.500963:0.388247:0.359345)	-2531.57	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_11	MA	0.0739485	1.17816	0.0627663	6.39401e-135	1536	293.584	1242.42	NA	267	210.964	56.0363	NA	NA	0.285001	1.45522:1.61292:1.0962:1.33332:0.676569:1	0.431966(0.50293:0.387695:0.405273)	-2837.94	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_12	MA	0.0640678	1.20396	0.0532142	1.6339e-137	1494	276.629	1217.37	NA	249	201.753	47.2469	NA	NA	0.27513	1.27574:1.42177:0.961778:1.27065:0.627454:1	0.431727(0.504016:0.385542:0.405622)	-2714.27	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_13	MA	0.0739825	1.03538	0.0714546	2.03396e-121	1560	289.806	1270.19	NA	259	197.231	61.7688	NA	NA	0.252584	1.13126:1.67314:0.747717:1.29522:0.75045:1	0.422115(0.497115:0.388462:0.380769)	-2865.29	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_15	MA	0.0772044	0.982578	0.0785733	3.32981e-113	1551	293.982	1257.02	NA	258	193.119	64.8813	NA	NA	0.248812	1.43026:1.46978:1.20242:1.45377:0.665964:1	0.423598(0.501934:0.386847:0.382012)	-2861.97	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_16	MA	0.0826805	1.05218	0.0785802	4.46841e-119	1557	308.815	1248.19	NA	272	206.434	65.5656	NA	NA	0.274971	1.57519:1.81621:1.07128:1.12197:0.537622:1	0.422608(0.49711:0.391137:0.379576)	-2893.9	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_5	MA	0.018904	0.10652	0.177468	1.52161e-10	1560	296.123	1263.88	NA	51	29.0193	21.9807	NA	NA	0.0355355	1.88423:2.65579:2.18763:2.79019:2.17746:1	0.420833(0.497115:0.3875:0.377885)	-2331.33	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_6	MA	0.0763347	1.15893	0.0658668	5.02977e-138	1548	319.611	1228.39	NA	282	225.033	56.9674	NA	NA	0.299854	1.31579:1.41529:0.953711:1.08026:0.43529:1	0.435078(0.498062:0.396318:0.410853)	-2885.55	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_7	MA	0.00913374	0.115544	0.0790502	1.81344e-15	1560	270.104	1289.9	NA	41	29.7639	11.2361	NA	NA	0.0275579	0.9877:0.9135:0.686233:0.842677:0.319625:1	0.420192(0.497115:0.388462:0.375)	-2241.62	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_8	MA	0.0682085	1.34157	0.0508422	2.18645e-160	1548	307.261	1240.74	NA	283	234.795	48.2045	NA	NA	0.320957	0.933931:1.18679:0.58132:0.931326:0.354476:1	0.439922(0.499031:0.39438:0.426357)	-2865.92	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_4-eukaryote_dfr_Cluster.11_9	MA	0.0810307	1.02998	0.0786723	7.91611e-117	1557	301.7	1255.3	NA	268	201.908	66.0918	NA	NA	0.264908	1.35671:1.8144:0.885334:1.02711:0.60135:1	0.42036(0.499037:0.38632:0.375723)	-2885.3	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_10	MA	0.0321701	0.351688	0.0914733	3.95213e-41	1557	284.348	1272.65	NA	121	85.8518	35.1482	NA	NA	0.0905222	1.59265:1.6424:1.20498:1.20845:0.558742:1	0.415222(0.501927:0.387283:0.356455)	-2509.45	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_11	MA	0.0852569	1.00828	0.0845565	1.4188e-111	1539	319.927	1219.07	NA	272	205.718	66.2822	NA	NA	0.277136	1.59904:1.75638:1.42205:1.49238:0.988247:1	0.430149(0.503899:0.38694:0.39961)	-2914.41	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_12	MA	0.0708898	1.02164	0.0693885	2.7611e-113	1494	311.794	1182.21	NA	250	197.926	52.0735	NA	NA	0.269308	1.83621:1.88547:1.61288:1.73067:0.981735:1	0.429719(0.504016:0.38253:0.40261)	-2764.52	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_13	MA	0.0770596	0.941822	0.0818196	2.3702e-107	1557	300.331	1256.67	NA	256	190.709	65.2906	NA	NA	0.243864	1.52351:1.6273:1.24017:1.33261:0.814621:1	0.420681(0.49711:0.387283:0.377649)	-2867.27	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_15	MA	0.0789858	0.956791	0.0825528	8.10465e-107	1551	303.104	1247.9	NA	257	191.809	65.191	NA	NA	0.250531	1.84709:1.89813:1.64333:1.77621:0.801243:1	0.422953(0.500967:0.386847:0.381044)	-2856.94	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_16	MA	0.0844717	1.06286	0.0794759	4.79025e-120	1557	307.585	1249.42	NA	274	207.131	66.8687	NA	NA	0.277752	1.82905:1.97565:1.38925:1.46355:0.60117:1	0.421644(0.498073:0.390173:0.376686)	-2898.81	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_6	MA	0.0725575	1.16889	0.0620738	4.9826e-139	1548	325.683	1222.32	NA	281	227.905	53.0948	NA	NA	0.303214	1.60333:1.78158:1.13288:1.2633:0.586619:1	0.434432(0.498062:0.395349:0.409884)	-2872.86	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_7	MA	0.0112279	0.11568	0.0970596	5.5437e-15	1560	298.036	1261.96	NA	44	31.1841	12.8159	NA	NA	0.0311834	1.11249:2.0474:0.838755:0.875247:0.907377:1	0.419231(0.498077:0.3875:0.372115)	-2288.75	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_8	MA	0.0734423	1.33435	0.0550399	1.03567e-156	1548	315.447	1232.55	NA	289	237.849	51.1513	NA	NA	0.330386	1.18499:1.36743:0.802579:1.06981:0.418388:1	0.438953(0.499031:0.39438:0.42345)	-2884.9	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_5-eukaryote_dfr_Cluster.11_9	MA	0.0861062	1.03465	0.0832227	2.66672e-116	1557	303.45	1253.55	NA	273	203.156	69.8435	NA	NA	0.270972	1.66933:2.01395:1.23878:1.34689:0.676221:1	0.419396(0.5:0.385356:0.372832)	-2900.94	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_10	MA	0.068513	0.996542	0.0687507	1.43535e-121	1548	327.358	1220.64	NA	264	210.132	53.8684	NA	NA	0.264765	1.83369:1.96559:1.35392:1.41423:0.649203:1	0.430233(0.505814:0.395349:0.389535)	-2837.8	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_11	MA	0.0918413	1.03478	0.0887546	1.04077e-116	1524	328.384	1195.62	NA	289	218.419	70.5814	NA	NA	0.295021	1.30576:1.36075:1.01724:1.21133:0.476384:1	0.446194(0.50689:0.395669:0.436024)	-2912.81	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_12	MA	0.084923	1.07412	0.0790627	1.61539e-121	1494	318.517	1175.48	NA	280	216.755	63.2448	NA	NA	0.295818	1.35172:1.57363:0.921499:1.38502:0.580766:1	0.447791(0.507028:0.394578:0.441767)	-2827.09	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_13	MA	0.0709112	0.722959	0.0980847	4.84919e-84	1548	351.924	1196.08	NA	242	181.497	60.5035	NA	NA	0.219148	1.95696:2.04364:1.39665:1.42398:0.496515:1	0.435724(0.5:0.395349:0.411822)	-2831.39	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_15	MA	0.0887911	0.702587	0.126377	8.80356e-75	1548	349.418	1198.58	NA	257	179.281	77.7188	NA	NA	0.227339	1.94122:2.16202:1.3632:1.51567:0.629076:1	0.437661(0.503876:0.39438:0.414729)	-2889.79	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_16	MA	0.0887043	0.747783	0.118623	1.87223e-81	1548	352.528	1195.47	NA	264	188.267	75.7335	NA	NA	0.238797	1.89408:2.50521:1.00268:1.05886:0.661191:1	0.43637(0.500969:0.397287:0.410853)	-2891.35	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_7	MA	0.0747899	1.19682	0.0624907	1.0556e-142	1548	325.209	1222.79	NA	286	231.585	54.4147	NA	NA	0.310509	1.56751:1.6756:1.1276:1.2273:0.488583:1	0.433786(0.5:0.396318:0.405039)	-2888.62	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_8	MA	0.0404106	0.405101	0.0997543	8.77021e-49	1548	376.086	1171.91	NA	157	119.77	37.2297	NA	NA	0.129012	3.05937:3.06137:2.14121:2.16254:0.362621:1	0.454134(0.502907:0.402132:0.457364)	-2621.76	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_6-eukaryote_dfr_Cluster.11_9	MA	0.0855177	0.729505	0.117227	6.23714e-80	1548	350.884	1197.12	NA	258	184.293	73.707	NA	NA	0.23149	1.95316:2.51778:1.10796:1.1887:0.640549:1	0.434109(0.502907:0.392442:0.406977)	-2874.68	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_10	MA	0.0297272	0.329665	0.0901739	3.01365e-39	1557	282.558	1274.44	NA	113	80.3288	32.6712	NA	NA	0.0841586	1.32107:1.35651:0.944824:0.921488:0.406235:1	0.414579(0.501927:0.388247:0.353565)	-2492.37	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_11	MA	0.0747258	1.17852	0.0634067	2.92094e-137	1536	293.278	1242.72	NA	269	212.032	56.968	NA	NA	0.28548	1.33122:1.42279:1.02772:1.14199:0.616279:1	0.429688(0.503906:0.388672:0.396484)	-2848.68	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_12	MA	0.0647721	1.10332	0.0587066	4.95323e-125	1494	281.24	1212.76	NA	243	193.911	49.0892	NA	NA	0.260275	1.54437:1.64166:1.25055:1.44537:0.779522:1	0.430054(0.506024:0.385542:0.398594)	-2708.9	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_13	MA	0.078203	0.986366	0.079284	5.80888e-114	1560	296.576	1263.42	NA	261	195.103	65.8967	NA	NA	0.250856	1.39158:1.9881:1.10411:1.29305:0.990102:1	0.420513(0.496154:0.389423:0.375962)	-2883.43	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_15	MA	0.0791377	0.973584	0.081285	6.4491e-110	1551	300.234	1250.77	NA	259	193.481	65.5188	NA	NA	0.252279	1.72518:1.79922:1.49457:1.55031:0.818084:1	0.421986(0.502901:0.386847:0.376209)	-2866.55	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_16	MA	0.0866359	1.08104	0.0801414	5.18426e-121	1560	304.374	1255.63	NA	278	208.928	69.0725	NA	NA	0.280655	1.65029:1.92454:1.22785:1.27589:0.684311:1	0.421795(0.498077:0.392308:0.375)	-2923.33	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_8	MA	0.0769085	1.41912	0.0541945	9.03759e-168	1548	309.581	1238.42	NA	297	244.084	52.916	NA	NA	0.345335	0.990348:1.19618:0.625345:0.927475:0.328607:1	0.43863(0.501938:0.39438:0.419574)	-2901.55	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_7-eukaryote_dfr_Cluster.11_9	MA	0.0852108	1.08099	0.0788263	1.36018e-123	1560	294.917	1265.08	NA	276	206.257	69.7428	NA	NA	0.273463	1.34887:1.84826:0.989259:1.19453:0.725911:1	0.419872(0.500962:0.3875:0.371154)	-2919.46	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_10	MA	0.0722882	1.25021	0.0578208	3.69261e-148	1548	315.643	1232.36	NA	283	230.879	52.1206	NA	NA	0.312471	1.11198:1.1974:0.815498:0.914969:0.294646:1	0.434755(0.505814:0.39438:0.40407)	-2867.36	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_11	MA	0.0915955	1.12058	0.0817394	9.11644e-127	1524	324.962	1199.04	NA	293	225.107	67.8925	NA	NA	0.311005	0.948431:1.32595:0.431871:0.763752:0.541069:1	0.449475(0.507874:0.393701:0.44685)	-2905.14	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_12	MA	0.0856477	1.20724	0.0709453	5.87648e-137	1494	313.546	1180.45	NA	288	227.291	60.7091	NA	NA	0.321035	0.987451:1.64629:0.352452:0.992711:0.62736:1	0.451138(0.508032:0.39257:0.452811)	-2830.56	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_13	MA	0.0664688	0.815352	0.0815215	7.40864e-99	1548	334.43	1213.57	NA	245	189.069	55.931	NA	NA	0.228257	1.13115:1.17647:0.877369:1.02732:0.327858:1	0.440245(0.500969:0.39438:0.425388)	-2831.64	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_15	MA	0.0834518	0.864497	0.0965321	1.34625e-97	1548	344.697	1203.3	NA	268	200.451	67.5488	NA	NA	0.257369	1.52875:1.66775:1.08165:1.28835:0.45186:1	0.442183(0.505814:0.392442:0.428295)	-2898.2	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_16	MA	0.0899027	0.947599	0.0948742	3.5473e-106	1548	345.752	1202.25	NA	282	212.047	69.9534	NA	NA	0.281473	1.65778:1.8793:1.06191:1.30037:0.45763:1	0.441537(0.502907:0.397287:0.424419)	-2922.09	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_8-eukaryote_dfr_Cluster.11_9	MA	0.0840316	0.861549	0.0975355	1.28671e-96	1548	341.27	1206.73	NA	267	198.53	68.4701	NA	NA	0.255442	1.55272:1.71908:1.06364:1.34498:0.438583:1	0.439276(0.504845:0.392442:0.420543)	-2893.25	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_9-eukaryote_dfr_Cluster.11_10	MA	0.0810265	0.985977	0.0821789	3.30327e-111	1557	305.636	1251.36	NA	264	197.536	66.4639	NA	NA	0.258667	1.52917:1.91213:0.973216:1.00902:0.649094:1	0.415222(0.504817:0.387283:0.353565)	-2879.18	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_9-eukaryote_dfr_Cluster.11_11	MA	0.0753825	0.594401	0.126821	2.22958e-64	1620	342.762	1277.24	NA	229	155.51	73.4901	NA	NA	0.185197	1.56725:1.72934:1.14169:1.18503:0.696256:1	0.430864(0.494444:0.393519:0.40463)	-2942.07	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_9-eukaryote_dfr_Cluster.11_12	MA	0.0615828	0.587267	0.104863	2.9533e-62	1497	296.303	1200.7	NA	190	133.34	56.6604	NA	NA	0.165632	1.26832:2.21469:0.75581:0.890555:0.947675:1	0.430862(0.506012:0.383768:0.402806)	-2639.22	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_9-eukaryote_dfr_Cluster.11_13	MA	0.0456107	0.252161	0.18088	1.32426e-24	1668	342.979	1325.02	NA	131	77.1139	53.8861	NA	NA	0.0880821	1.25099:2.12003:0.853725:0.871142:1.05602:1	0.421463(0.488309:0.394784:0.381295)	-2752.27	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_9-eukaryote_dfr_Cluster.11_15	MA	0.0202938	0.0686788	0.295488	2.84636e-05	1668	343.946	1324.05	NA	49	22.9239	26.0761	NA	NA	0.0302709	1.37476:1.45469:1.17068:1.17368:0.834385:1	0.422962(0.490108:0.393885:0.384892)	-2468.23	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.11_9-eukaryote_dfr_Cluster.11_16	MA	0.0223139	0.0802829	0.27794	2.47083e-06	1668	344.568	1323.43	NA	55	26.6019	28.3981	NA	NA	0.0342888	1.63761:2.40766:1.09566:1.13553:1.11992:1	0.421763(0.48741:0.396583:0.381295)	-2487	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.116_1-eukaryote_dfr_Cluster.116_2	MA	0.137646	1.02378	0.134448	4.39577e-39	561	140.22	420.78	NA	127	90.4907	36.5093	NA	NA	0.359133	1.41822:1.18348:0.869955:0.860309:0.578582:1	0.43672(0.491979:0.339572:0.47861)	-1140.78	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.116_1-eukaryote_dfr_Cluster.116_3	MA	0.139594	1.02766	0.135837	2.53179e-39	561	139.643	421.357	NA	127	90.0792	36.9208	NA	NA	0.36065	1.5255:1.32109:0.970289:0.967911:0.652656:1	0.434938(0.497326:0.336898:0.470588)	-1140.89	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.116_1-eukaryote_dfr_Cluster.116_4	MA	0.15331	0.8695	0.17632	2.02229e-30	561	138.931	422.069	NA	126	82.0497	43.9503	NA	NA	0.330674	1.25865:1.15036:0.903076:0.898285:0.521598:1	0.434938(0.510695:0.334225:0.459893)	-1149.01	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.116_1-eukaryote_dfr_Cluster.116_5	MA	0.177579	0.905957	0.196013	2.55551e-24	459	114.847	344.153	NA	110	69.2969	40.7031	NA	NA	0.359828	1.57661:1.52295:1.13606:1.14383:0.473304:1	0.448802(0.486928:0.356209:0.503268)	-961.572	NA	NA	NA	eukaryote
eukaryote_dfr_Cluster.116_2-eukaryote_dfr_Cluster.116_4	MA	0.109102	0.435687	0.250415	6.39345e-14	639	159.949	479.051	NA	97	55.4287	41.5713	NA	NA	0.19085	1.58392:1.46584:1.20943:1.23569:0.572627:1	0.446009(0.523474:0.352113:0.462441)	-1217.65	NA	NA	NA	eukaryote
