Contig	Element	Start	End	MGE.type	genome
GCA_003051145.1_ASM305114v1|KU702949.1	IS607	453904	455563	IS/transposase	GCA.003051145.1.ASM305114v1
GCA_003051645.1_ASM305164v1|HM004430.1	GCA_003051645.1_ASM305164v1|HM004430.1_132	95466	96173	recombinase	GCA.003051645.1.ASM305164v1
GCA_003051685.1_ASM305168v1|JN225873.1	GCA_003051685.1_ASM305168v1|JN225873.1_132	106431	107147	recombinase	GCA.003051685.1.ASM305168v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_102	107361	108323	endonuclease	GCA.003051705.1.ASM305170v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_195	206887	207987	endonuclease	GCA.003051705.1.ASM305170v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_212	219214	220065	endonuclease	GCA.003051705.1.ASM305170v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_367	363813	364706	endonuclease	GCA.003051705.1.ASM305170v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_418	417044	418033	endonuclease	GCA.003051705.1.ASM305170v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_418	417044	418033	recombinase	GCA.003051705.1.ASM305170v1
GCA_003051705.1_ASM305170v1|KJ614390.1	GCA_003051705.1_ASM305170v1|KJ614390.1_85	91797	92945	endonuclease	GCA.003051705.1.ASM305170v1
GCA_003057795.1_ASM305779v1|KY322437.1	GCA_003057795.1_ASM305779v1|KY322437.1_161	145294	145878	resolvase	GCA.003057795.1.ASM305779v1
GCA_003057795.1_ASM305779v1|KY322437.1	GCA_003057795.1_ASM305779v1|KY322437.1_172	153481	154470	recombinase	GCA.003057795.1.ASM305779v1
GCA_003057795.1_ASM305779v1|KY322437.1	GCA_003057795.1_ASM305779v1|KY322437.1_421	416940	419021	IS/transposase	GCA.003057795.1.ASM305779v1
GCA_003057795.1_ASM305779v1|KY322437.1	GCA_003057795.1_ASM305779v1|KY322437.1_545	581471	582454	resolvase	GCA.003057795.1.ASM305779v1
GCA_003057795.1_ASM305779v1|KY322437.1	GCA_003057795.1_ASM305779v1|KY322437.1_592	638336	639130	endonuclease	GCA.003057795.1.ASM305779v1
GCA_003057795.1_ASM305779v1|KY322437.1	GCA_003057795.1_ASM305779v1|KY322437.1_77	66863	67633	endonuclease	GCA.003057795.1.ASM305779v1
GCA_003057795.1_ASM305779v1|KY322437.1	IS630	638028	641289	IS/transposase	GCA.003057795.1.ASM305779v1
GCA_003225975.1_ASM322597v1|JF974316.1	GCA_003225975.1_ASM322597v1|JF974316.1_109	87231	87884	endonuclease	GCA.003225975.1.ASM322597v1
GCA_003233895.1_ASM323389v1|MG011689.1	GCA_003233895.1_ASM323389v1|MG011689.1_395	510543	511805	recombinase	GCA.003233895.1.ASM323389v1
GCA_003233895.1_ASM323389v1|MG011689.1	GCA_003233895.1_ASM323389v1|MG011689.1_950	1224607	1225599	endonuclease	GCA.003233895.1.ASM323389v1
GCA_003233915.1_ASM323391v1|MG011690.1	GCA_003233915.1_ASM323391v1|MG011690.1_1498	1579859	1580566	IS/transposase	GCA.003233915.1.ASM323391v1
GCA_003233915.1_ASM323391v1|MG011690.1	GCA_003233915.1_ASM323391v1|MG011690.1_459	500441	501709	recombinase	GCA.003233915.1.ASM323391v1
GCA_003233915.1_ASM323391v1|MG011690.1	IS200/IS605	1578404	1580559	IS/transposase	GCA.003233915.1.ASM323391v1
GCA_003233935.1_ASM323393v1|MG011691.1	GCA_003233935.1_ASM323393v1|MG011691.1_449	489668	491290	recombinase	GCA.003233935.1.ASM323393v1
GCA_003260795.1_ASM326079v1|MH427217.1	GCA_003260795.1_ASM326079v1|MH427217.1_107	108985	109449	resolvase	GCA.003260795.1.ASM326079v1
GCA_003260795.1_ASM326079v1|MH427217.1	GCA_003260795.1_ASM326079v1|MH427217.1_22	20329	21006	recombinase	GCA.003260795.1.ASM326079v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_144	123666	124178	resolvase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_178	148237	149385	recombinase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_201	168268	168786	endonuclease	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_213	180590	181108	endonuclease	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_286	240272	241024	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_334	271700	271882	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_344	278986	279462	endonuclease	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_382	301240	301578	endonuclease	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_390	309208	309510	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_391	309791	310000	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_392	310083	310196	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_438	340709	340951	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_439	340929	341531	endonuclease	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_439	340929	341531	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	GCA_003333125.1_ASM333312v1|HQ704802.1_440	341656	342291	endonuclease	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	IS630	240247	241157	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	IS630	309120	310037	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333125.1_ASM333312v1|HQ704802.1	IS630	340680	341672	IS/transposase	GCA.003333125.1.ASM333312v1
GCA_003333145.1_ASM333314v1|HQ704803.1	GCA_003333145.1_ASM333314v1|HQ704803.1_224	165113	166213	recombinase	GCA.003333145.1.ASM333314v1
GCA_003333145.1_ASM333314v1|HQ704803.1	GCA_003333145.1_ASM333314v1|HQ704803.1_259	195359	195523	endonuclease	GCA.003333145.1.ASM333314v1
GCA_003814045.1_ASM381404v1|MK072042.1	GCA_003814045.1_ASM381404v1|MK072042.1_6	3835	4689	endonuclease	GCA.003814045.1.ASM381404v1
GCA_003814045.1_ASM381404v1|MK072042.1	IS630	3704	4691	IS/transposase	GCA.003814045.1.ASM381404v1
GCA_003814045.1_ASM381404v1|MK072043.1	GCA_003814045.1_ASM381404v1|MK072043.1_19	19682	20365	resolvase	GCA.003814045.1.ASM381404v1
GCA_003814045.1_ASM381404v1|MK072045.1	GCA_003814045.1_ASM381404v1|MK072045.1_33	26620	27084	endonuclease	GCA.003814045.1.ASM381404v1
GCA_003814045.1_ASM381404v1|MK072045.1	GCA_003814045.1_ASM381404v1|MK072045.1_38	30477	32864	endonuclease	GCA.003814045.1.ASM381404v1
GCA_003814045.1_ASM381404v1|MK072046.1	GCA_003814045.1_ASM381404v1|MK072046.1_12	16610	18979	recombinase	GCA.003814045.1.ASM381404v1
GCA_003814065.1_ASM381406v1|MK072066.1	GCA_003814065.1_ASM381406v1|MK072066.1_111	105317	106933	IS/transposase	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072066.1	GCA_003814065.1_ASM381406v1|MK072066.1_3	1112	2974	IS/transposase	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072066.1	IS607	104938	107052	IS/transposase	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072068.1	GCA_003814065.1_ASM381406v1|MK072068.1_78	72406	74064	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072068.1	GCA_003814065.1_ASM381406v1|MK072068.1_90	81339	82364	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072070.1	GCA_003814065.1_ASM381406v1|MK072070.1_1	3	302	IS/transposase	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072070.1	GCA_003814065.1_ASM381406v1|MK072070.1_26	20695	21405	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072072.1	GCA_003814065.1_ASM381406v1|MK072072.1_11	9991	11334	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072074.1	IS607	34634	36821	IS/transposase	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072076.1	IS607	5246	7067	IS/transposase	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072077.1	GCA_003814065.1_ASM381406v1|MK072077.1_26	26905	27669	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072085.1	GCA_003814065.1_ASM381406v1|MK072085.1_13	13137	14465	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072087.1	GCA_003814065.1_ASM381406v1|MK072087.1_10	9009	9980	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072089.1	GCA_003814065.1_ASM381406v1|MK072089.1_6	9052	9852	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072091.1	GCA_003814065.1_ASM381406v1|MK072091.1_2	2351	3184	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814065.1_ASM381406v1|MK072091.1	GCA_003814065.1_ASM381406v1|MK072091.1_5	6637	7437	endonuclease	GCA.003814065.1.ASM381406v1
GCA_003814085.1_ASM381408v1|MK072132.1	GCA_003814085.1_ASM381408v1|MK072132.1_35	29682	30581	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072133.1	GCA_003814085.1_ASM381408v1|MK072133.1_58	39131	40531	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072133.1	GCA_003814085.1_ASM381408v1|MK072133.1_60	42234	44843	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072135.1	GCA_003814085.1_ASM381408v1|MK072135.1_17	13201	14049	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072135.1	GCA_003814085.1_ASM381408v1|MK072135.1_18	14063	16666	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072135.1	GCA_003814085.1_ASM381408v1|MK072135.1_21	18087	19136	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072146.1	GCA_003814085.1_ASM381408v1|MK072146.1_12	11003	12364	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072150.1	IS607	8704	10347	IS/transposase	GCA.003814085.1.ASM381408v1
GCA_003814085.1_ASM381408v1|MK072158.1	GCA_003814085.1_ASM381408v1|MK072158.1_8	8855	10042	endonuclease	GCA.003814085.1.ASM381408v1
GCA_003814125.1_ASM381412v1|MK072243.1	GCA_003814125.1_ASM381412v1|MK072243.1_27	22318	25863	endonuclease	GCA.003814125.1.ASM381412v1
GCA_003814125.1_ASM381412v1|MK072249.1	GCA_003814125.1_ASM381412v1|MK072249.1_25	28905	29630	resolvase	GCA.003814125.1.ASM381412v1
GCA_003814125.1_ASM381412v1|MK072249.1	GCA_003814125.1_ASM381412v1|MK072249.1_8	8281	10767	endonuclease	GCA.003814125.1.ASM381412v1
GCA_003814125.1_ASM381412v1|MK072286.1	GCA_003814125.1_ASM381412v1|MK072286.1_6	7000	8148	endonuclease	GCA.003814125.1.ASM381412v1
GCA_003814125.1_ASM381412v1|MK072286.1	GCA_003814125.1_ASM381412v1|MK072286.1_7	8367	9446	endonuclease	GCA.003814125.1.ASM381412v1
GCA_003814125.1_ASM381412v1|MK072293.1	GCA_003814125.1_ASM381412v1|MK072293.1_2	579	1127	endonuclease	GCA.003814125.1.ASM381412v1
GCA_003814165.1_ASM381416v1|MK072384.1	GCA_003814165.1_ASM381416v1|MK072384.1_186	169559	170560	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072387.1	GCA_003814165.1_ASM381416v1|MK072387.1_110	105166	106581	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072387.1	GCA_003814165.1_ASM381416v1|MK072387.1_58	54600	57734	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072388.1	GCA_003814165.1_ASM381416v1|MK072388.1_16	15722	16321	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072388.1	GCA_003814165.1_ASM381416v1|MK072388.1_56	53921	55216	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072388.1	IS630	15408	16536	IS/transposase	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072390.1	GCA_003814165.1_ASM381416v1|MK072390.1_45	50450	51814	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072391.1	GCA_003814165.1_ASM381416v1|MK072391.1_10	6713	7234	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072392.1	GCA_003814165.1_ASM381416v1|MK072392.1_18	14087	17017	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072394.1	GCA_003814165.1_ASM381416v1|MK072394.1_29	27735	31307	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072399.1	GCA_003814165.1_ASM381416v1|MK072399.1_2	548	1834	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072399.1	GCA_003814165.1_ASM381416v1|MK072399.1_26	27819	28676	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072399.1	GCA_003814165.1_ASM381416v1|MK072399.1_38	41028	41801	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072400.1	GCA_003814165.1_ASM381416v1|MK072400.1_7	5982	7067	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072401.1	GCA_003814165.1_ASM381416v1|MK072401.1_41	44167	44508	resolvase	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072402.1	GCA_003814165.1_ASM381416v1|MK072402.1_32	39066	40877	recombinase	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072403.1	GCA_003814165.1_ASM381416v1|MK072403.1_9	10114	12651	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072407.1	GCA_003814165.1_ASM381416v1|MK072407.1_23	26877	28004	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072409.1	GCA_003814165.1_ASM381416v1|MK072409.1_11	11031	14264	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072413.1	GCA_003814165.1_ASM381416v1|MK072413.1_1	1697	2815	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814165.1_ASM381416v1|MK072413.1	GCA_003814165.1_ASM381416v1|MK072413.1_13	20021	21766	endonuclease	GCA.003814165.1.ASM381416v1
GCA_003814185.1_ASM381418v1|MK072438.1	GCA_003814185.1_ASM381418v1|MK072438.1_71	64255	65559	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072439.1	GCA_003814185.1_ASM381418v1|MK072439.1_11	9729	10643	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072444.1	IS607	19980	22042	IS/transposase	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072448.1	GCA_003814185.1_ASM381418v1|MK072448.1_3	1859	2587	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072448.1	GCA_003814185.1_ASM381418v1|MK072448.1_4	2646	5876	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072455.1	GCA_003814185.1_ASM381418v1|MK072455.1_6	6004	6534	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072457.1	GCA_003814185.1_ASM381418v1|MK072457.1_10	8870	10084	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072459.1	GCA_003814185.1_ASM381418v1|MK072459.1_11	10828	11478	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072459.1	GCA_003814185.1_ASM381418v1|MK072459.1_12	11426	11893	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814185.1_ASM381418v1|MK072459.1	GCA_003814185.1_ASM381418v1|MK072459.1_6	5186	6343	endonuclease	GCA.003814185.1.ASM381418v1
GCA_003814205.1_ASM381420v1|MK072489.1	GCA_003814205.1_ASM381420v1|MK072489.1_39	37333	38121	recombinase	GCA.003814205.1.ASM381420v1
GCA_003814205.1_ASM381420v1|MK072489.1	GCA_003814205.1_ASM381420v1|MK072489.1_39	37333	38121	resolvase	GCA.003814205.1.ASM381420v1
GCA_003814205.1_ASM381420v1|MK072489.1	GCA_003814205.1_ASM381420v1|MK072489.1_62	59343	59885	endonuclease	GCA.003814205.1.ASM381420v1
GCA_003814205.1_ASM381420v1|MK072492.1	GCA_003814205.1_ASM381420v1|MK072492.1_7	4541	5593	endonuclease	GCA.003814205.1.ASM381420v1
GCA_003814205.1_ASM381420v1|MK072494.1	GCA_003814205.1_ASM381420v1|MK072494.1_6	4697	5989	endonuclease	GCA.003814205.1.ASM381420v1
GCA_003814225.1_ASM381422v1|MK072498.1	GCA_003814225.1_ASM381422v1|MK072498.1_36	37953	39467	endonuclease	GCA.003814225.1.ASM381422v1
GCA_003814225.1_ASM381422v1|MK072499.1	GCA_003814225.1_ASM381422v1|MK072499.1_4	3058	4146	endonuclease	GCA.003814225.1.ASM381422v1
GCA_003814225.1_ASM381422v1|MK072499.1	GCA_003814225.1_ASM381422v1|MK072499.1_62	63380	64564	endonuclease	GCA.003814225.1.ASM381422v1
GCA_003814265.1_ASM381426v1|MK071979.1	GCA_003814265.1_ASM381426v1|MK071979.1_128	121309	122337	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071979.1	GCA_003814265.1_ASM381426v1|MK071979.1_161	154001	156646	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071979.1	GCA_003814265.1_ASM381426v1|MK071979.1_19	20821	21822	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071979.1	GCA_003814265.1_ASM381426v1|MK071979.1_227	227293	228018	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071979.1	GCA_003814265.1_ASM381426v1|MK071979.1_27	31019	31684	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071980.1	GCA_003814265.1_ASM381426v1|MK071980.1_203	223982	224692	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071980.1	GCA_003814265.1_ASM381426v1|MK071980.1_21	19053	20777	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071982.1	GCA_003814265.1_ASM381426v1|MK071982.1_104	122765	123904	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071982.1	GCA_003814265.1_ASM381426v1|MK071982.1_15	14912	15901	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071982.1	GCA_003814265.1_ASM381426v1|MK071982.1_158	180803	181840	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071982.1	GCA_003814265.1_ASM381426v1|MK071982.1_208	235947	236882	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071982.1	GCA_003814265.1_ASM381426v1|MK071982.1_59	60516	64214	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071983.1	GCA_003814265.1_ASM381426v1|MK071983.1_125	138106	138522	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071985.1	GCA_003814265.1_ASM381426v1|MK071985.1_17	22705	24261	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071987.1	GCA_003814265.1_ASM381426v1|MK071987.1_33	31767	32633	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071988.1	GCA_003814265.1_ASM381426v1|MK071988.1_27	33310	34530	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071988.1	GCA_003814265.1_ASM381426v1|MK071988.1_31	36335	37900	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071989.1	GCA_003814265.1_ASM381426v1|MK071989.1_32	38015	38725	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071989.1	GCA_003814265.1_ASM381426v1|MK071989.1_7	6013	8121	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071989.1	GCA_003814265.1_ASM381426v1|MK071989.1_7	6013	8121	recombinase	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071990.1	GCA_003814265.1_ASM381426v1|MK071990.1_5	4619	6148	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003814265.1_ASM381426v1|MK071991.1	GCA_003814265.1_ASM381426v1|MK071991.1_5	5243	6781	endonuclease	GCA.003814265.1.ASM381426v1
GCA_003815255.1_ASM381525v1|MH025920.1	GCA_003815255.1_ASM381525v1|MH025920.1_123	144274	145311	recombinase	GCA.003815255.1.ASM381525v1
GCA_003815255.1_ASM381525v1|MH025920.1	GCA_003815255.1_ASM381525v1|MH025920.1_147	167355	168245	endonuclease	GCA.003815255.1.ASM381525v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_158	190221	191129	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_220	271886	273472	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_220	271886	273472	recombinase	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_260	328413	329750	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_263	331096	331920	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_312	391101	392129	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_393	498096	498914	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_431	547393	548385	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046811.1	GCA_004151645.1_ASM415164v1|MH046811.1_86	91887	92417	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046812.1	IS607	195012	196774	IS/transposase	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046815.1	GCA_004151645.1_ASM415164v1|MH046815.1_42	39935	40765	endonuclease	GCA.004151645.1.ASM415164v1
GCA_004151645.1_ASM415164v1|MH046815.1	GCA_004151645.1_ASM415164v1|MH046815.1_8	7265	8269	endonuclease	GCA.004151645.1.ASM415164v1
GCA_006450615.1_ASM645061v1|KX857216.1	GCA_006450615.1_ASM645061v1|KX857216.1_241	255566	256021	resolvase	GCA.006450615.1.ASM645061v1
GCA_006450615.1_ASM645061v1|KX857216.1	GCA_006450615.1_ASM645061v1|KX857216.1_42	43698	46112	endonuclease	GCA.006450615.1.ASM645061v1
GCA_006451235.1_ASM645123v1|MG450915.1	GCA_006451235.1_ASM645123v1|MG450915.1_148	163376	163846	resolvase	GCA.006451235.1.ASM645123v1
GCA_006451235.1_ASM645123v1|MG450915.1	GCA_006451235.1_ASM645123v1|MG450915.1_51	65120	65809	recombinase	GCA.006451235.1.ASM645123v1
